Code,City,Romanian,Hungarians,Romany,Ukrainians,Germans,Turks,Russians_Lippovans,Tatars,Serbs,Slovaks,Bulgarians,Croats,Greeks,Italians,Jews,Czechs,Poles,Chinese,Armenians,Csango,Macedonians,Another
52785,Farliug,1734,5,33,43,0,0,0,0,0,18,0,0,0,0,0,23,0,0,0,0,0,3
52856,Forotic,1561,0,67,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
52909,Garnic,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0
52936,Glimboca,1717,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52954,Goruia,743,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
52990,Gradinari,1652,4,181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53023,Iablanita,2183,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53069,Lapusnicel,932,0,11,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
53103,Lapusnicu Mare,1576,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53130,Luncavita,2446,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53167,Lupac,195,0,29,0,4,0,0,0,6,0,0,2318,0,0,0,0,0,0,0,0,0,9
53210,Marga,1100,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53247,Maureni,2493,37,0,3,26,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
53274,Mehadia,3845,0,6,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
53327,Mehadica,807,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
53345,Naidas,917,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0
53372,Obreja,3011,13,27,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53425,Paltinis,1507,0,4,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53489,Coronini,1365,0,0,0,0,0,0,0,3,0,0,0,0,0,0,291,0,0,0,0,0,0
53513,Pojejena,1456,12,29,0,4,0,0,0,1320,0,0,0,0,0,0,5,0,0,0,0,0,0
53577,Prigor,2485,0,25,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
53639,Ramna,1495,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53675,Racasdia,1417,0,439,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
53700,Eftimie Murgu,1577,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53728,Rusca Montana,1680,11,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53755,Sacu,1161,30,54,182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53791,Sasca Montana,1460,6,62,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53853,Sichevita,2146,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54056,Slatina-Timis,2831,0,0,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54109,Socol,694,10,104,0,5,0,0,0,974,0,0,0,0,0,0,69,0,0,0,0,0,0
54163,Sopotu Nou,1034,0,6,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
54270,Teregova,3708,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54305,Ticvaniu Mare,1229,3,643,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54350,Tarnova,1635,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54387,Toplet,2409,5,92,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
54412,Turnu Ruieni,3231,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54485,Valiug,645,6,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54500,Varadia,935,14,333,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
54537,Vermes,1497,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54573,Vrani,840,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54617,Zavoi,3644,17,35,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54699,Zorlentu Mare,925,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54975,Municipiul Cluj-Napoca,245737,49565,3273,127,544,64,48,9,20,33,16,0,71,88,155,7,22,11,32,13,4,1570
55008,Municipiul Dej,27400,3781,344,4,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14
55062,Cuzdrioara,2295,136,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55106,Jichisu De Jos,1131,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55160,Mica,2505,934,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55259,Municipiul Turda,36785,3905,2603,6,35,3,3,0,0,4,0,0,0,11,8,0,0,0,0,0,0,12
55277,Mihai Viteazu,3864,1314,81,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
55311,Sandulesti,1647,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55357,Municipiul Campia Turzii,17986,1479,1125,0,11,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7
55384,Municipiul Gherla,15952,3435,735,3,16,0,0,0,0,0,0,0,0,3,3,0,0,0,31,0,0,5
55446,Oras Huedin,5282,2598,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
55473,Aghiresu,3694,2615,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
55598,Aiton,898,126,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55623,Alunis,1172,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55687,Apahida,9141,428,412,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55776,Aschileu,1261,157,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55838,Baciu,6348,2994,659,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
55918,Baisoara,1817,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56014,Belis,1153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56096,Bobalna,1434,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56210,Bontida,2897,812,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
56265,Borsa,1376,135,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56327,Buza,604,583,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56354,Caianu,1369,854,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56425,Calarasi,1301,659,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56461,Calatele,1742,244,187,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56522,Camarasu,1854,153,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56568,Capusu Mare,1820,1228,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56666,Caseiu,3855,19,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56773,Catina,1528,347,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56844,Ceanu Mare,3123,77,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56988,Chinteni,2360,543,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
57083,Chiuiesti,2265,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57163,Ciucea,1488,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57225,Ciurila,1445,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
57314,Catcau,1978,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57350,Cojocna,2342,702,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57449,Cornesti,1196,187,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57546,Dabaca,1255,106,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57582,Feleacu,2833,894,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57644,Fizesu Gherlii,1484,535,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57706,Floresti,17154,3276,1116,10,26,10,0,0,0,0,0,0,3,19,5,0,0,0,0,0,0,34
57742,Frata,3430,149,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57831,Geaca,1229,238,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
57902,Gilau,6586,722,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
57948,Garbau,1190,1082,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
58008,Iara,3305,95,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58142,Iclod,3874,97,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58204,Izvoru Crisului,324,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58259,Jucu,3598,496,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
58311,Luna,3233,413,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58357,Maguri-Racatau,2191,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58393,Manastireni,1192,157,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
58464,Margau,1430,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58534,Marisel,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58552,Mintiu Gherlii,3418,31,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58623,Mociu,2263,501,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58721,Moldovenesti,1288,1829,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
58794,Palatca,764,283,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58856,Panticeu,1420,68,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58918,Petrestii De Jos,1410,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58990,Ploscos,664,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59041,Poieni,4445,27,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59130,Recea-Cristur,1073,15,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59238,Risca,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59283,Sacuieu,1238,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59327,Savadisla,1950,2268,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59416,Sic,88,2306,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59434,Sancraiu,332,1281,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
59498,Sanmartin,1133,149,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59586,Sanpaul,1873,23,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59657,Suatu,688,837,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
59693,Tritenii De Jos,3767,339,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59764,Tureni,1466,562,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59826,Taga,1724,116,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59880,Unguras,992,1707,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59942,Vad,1923,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60026,Valea Ierii,845,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60062,Viisoara,3501,1229,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60099,Vultureni,1217,166,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60169,Negreni,2195,11,54,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
60419,Municipiul Constanta,235925,214,2225,61,86,6525,601,7367,10,4,18,4,231,33,31,0,12,8,230,31,370,474
60455,Oras Eforie,7637,17,308,0,5,209,11,337,0,0,0,0,0,3,0,0,8,0,5,0,10,7
60482,Municipiul Mangalia,29965,82,165,3,6,1474,116,1183,0,0,0,0,3,5,0,0,0,0,3,0,0,22
60507,Oras Navodari,29504,20,293,9,5,292,558,108,0,0,0,0,0,4,0,0,0,0,0,0,18,26
60534,Oras Techirghiol,5622,7,29,0,0,430,9,673,0,0,0,0,0,0,0,0,0,0,3,0,5,3
60570,Agigea,5739,5,16,0,0,81,11,447,0,0,0,0,0,0,0,0,0,0,0,0,0,10
60598,23-Aug,4734,0,20,0,0,24,3,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60632,Limanu,5337,8,84,0,3,6,178,179,0,0,0,0,3,0,0,0,0,0,4,0,0,0
60687,Oras Ovidiu,11218,3,254,0,4,348,8,418,0,0,0,0,5,0,0,0,0,0,0,0,0,12
60721,Tuzla,5973,3,0,0,0,170,3,294,0,0,0,0,0,0,0,0,0,0,0,0,0,4
60776,Oras Cernavoda,14909,10,380,0,3,460,112,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15
60801,Oras Harsova,7403,3,512,0,0,813,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60847,Municipiul Medgidia,28434,12,604,0,5,3340,20,3211,3,0,0,0,4,0,0,0,0,0,9,0,17,13
60883,Adamclisi,2047,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60945,Albesti,3139,3,0,0,0,7,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61005,Aliman,2781,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61069,Oras Baneasa,3523,0,336,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61121,Castelu,3427,0,343,0,0,498,0,164,0,0,3,0,0,0,0,0,0,0,0,0,7,0
61167,Cerchezu,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61210,Chirnogeni,3085,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61256,Ciobanu,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61283,Ciocarlia,2738,0,0,0,0,19,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61318,Cobadin,6473,0,337,0,0,1026,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61372,Cogealac,4436,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
61452,Comana,1526,0,0,0,0,17,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61513,Corbu,5299,0,45,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
61559,Crucea,2750,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61620,Cumpana,10680,5,217,0,6,507,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,4
61675,Deleni,2247,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61737,Dobromir,1079,0,0,0,0,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61808,Garliciu,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61826,Ghindaresti,43,0,0,0,0,0,1865,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
61871,Independenta,2333,0,0,0,0,392,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,4
61951,Ion Corvin,1822,0,28,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62020,Istria,2352,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62057,Lipnita,2764,0,39,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62137,Mereni,1906,0,26,0,0,8,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62191,Mihail Kogalniceanu,8712,3,244,0,3,52,0,323,0,0,0,0,0,0,0,0,0,0,0,0,63,0
62253,Mihai Viteazu,2834,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62280,Mircea Voda,4683,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62360,Oras Murfatlar,8612,10,254,0,0,102,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62397,Oras Negru Voda,4623,0,149,0,0,54,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62440,Nicolae Balcescu,4258,5,69,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62486,Oltina,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62538,Ostrov,4696,0,187,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
62609,Pantelimon,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62672,Pecineaga,2945,0,11,0,0,67,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62707,Pestera,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62761,Poarta Alba,4816,0,33,0,0,42,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62798,Rasova,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62823,Saraiu,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62878,Sacele,2002,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62903,Seimeni,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62949,Silistea,1266,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62985,Targusor,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63045,Topalu,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63072,Topraisar,4688,0,0,0,0,15,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,6
63125,Valu Lui Traian,9684,6,223,0,4,196,6,1214,0,0,0,0,4,0,0,0,0,0,0,0,0,12
63152,Lumina,7539,0,123,0,0,96,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,5
63161,Dumbraveni,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63170,Vulturu,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63189,Tortoman,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63198,Amzacea,2220,0,0,0,0,238,4,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63278,Horia,1072,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63286,Costinesti,2683,3,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
63294,Baraganu,1832,0,6,0,4,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63300,Cuza Voda,2508,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63318,Saligny,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63326,Gradina,964,0,0,0,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63334,Fantanele,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63394,Municipiul Sfantu Gheorghe,11807,41233,398,8,61,5,5,0,0,0,3,0,0,6,7,0,4,0,3,27,0,13
63447,Oras Baraolt,246,8129,90,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63526,Oras Covasna,3153,6354,320,4,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
63553,Comandau,52,938,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63580,Oras Intorsura Buzaului,7219,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63633,Barcani,3523,7,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63688,Sita Buzaului,4525,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63740,Municipiul Targu Secuiesc,1293,16292,280,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
63777,Aita Mare,151,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63802,Batani,62,3658,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63866,Belin,391,1024,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63893,Bodoc,89,2396,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63937,Borosneu Mare,92,2890,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64005,Brates,26,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64041,Bradut,323,3612,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64096,Bretcu,813,2537,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
64130,Catalina,35,3307,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64194,Cernat,47,3867,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64238,Chichis,679,818,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64265,Dobarlau,2063,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64318,Ghelinta,59,4551,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64345,Ghidfalau,33,2526,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64390,Haghig,912,633,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64425,Ilieni,253,1749,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64461,Lemnia,34,1863,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64504,Malnas,64,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64568,Moacsa,27,1123,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64602,Ojdula,163,2498,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
64639,Ozun,514,3664,130,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64719,Poian,7,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64773,Reci,32,2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64826,Sanzieni,28,4492,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64871,Turia,43,3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64906,Valea Crisului,24,2136,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64942,Valcele,1662,430,2172,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64997,Varghis,10,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65011,Zagon,2515,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65048,Zabala,886,3166,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65099,Valea Mare,1026,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65105,Mereni,18,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65113,Arcus,48,1450,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65121,Bixad,17,1708,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65139,Micfalau,40,1753,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65147,Dalnic,8,933,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65154,Estelnic,9,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65342,Municipiul Targoviste,70067,52,2674,12,24,17,11,0,11,0,662,0,23,14,0,0,0,0,0,0,0,54
65379,Aninoasa,6160,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65413,Doicesti,4445,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65431,Razvad,8194,5,13,0,0,3,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,5
65477,Sotanga,6996,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65501,Ulmi,4123,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65609,Oras Fieni,7339,4,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
65645,Motaieni,2009,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65681,Oras Gaesti,12440,7,228,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
65707,Gura Foii,2058,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65752,Petresti,5667,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
65841,Municipiul Moreni,17453,10,304,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
65869,Iedera,3613,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65921,Oras Pucioasa,13492,3,128,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
66009,Branesti,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66081,Oras Titu,8973,0,332,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
